,Drug_ID,Drug,valid_smiles,mol,sentence,mol2vec
901,CHEMBL1970879,COc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c650f0>,MolSentence with 92 words,"(300,) dimensional vector"
902,CHEMBL1971017,NC(=O)c1cc2c(-c3cccc(F)c3)cncc2s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65150>,MolSentence with 38 words,"(300,) dimensional vector"
903,CHEMBL1971801,O=C1Nc2ccccc2Nc2nnccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c651b0>,MolSentence with 32 words,"(300,) dimensional vector"
904,CHEMBL1971947,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#Cc5cccnc5)cnc(N)c34)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65210>,MolSentence with 70 words,"(300,) dimensional vector"
905,CHEMBL1972152,O=c1c2c(nc3cc(-c4ccco4)[nH]n13)CSC2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65270>,MolSentence with 36 words,"(300,) dimensional vector"
906,CHEMBL1972183,CN1CCCC1COc1cncc(CCc2ccccc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c652d0>,MolSentence with 44 words,"(300,) dimensional vector"
907,CHEMBL1972250,C#Cc1cc2c(cc1OC)-c1[nH]nc(-c3ccc(C#N)nc3)c1C2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65330>,MolSentence with 48 words,"(300,) dimensional vector"
908,CHEMBL1972365,Nc1cc2nc(-c3ccccc3)cn2cn1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65390>,MolSentence with 32 words,"(300,) dimensional vector"
909,CHEMBL1972568,COc1cncc(C=Cc2ccncc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c653f0>,MolSentence with 32 words,"(300,) dimensional vector"
910,CHEMBL1972820,O=C(O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65450>,MolSentence with 42 words,"(300,) dimensional vector"
911,CHEMBL1972840,NC(COc1cncc(-c2cc3cnccc3s2)c1)Cc1c[nH]c2ccccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c654b0>,MolSentence with 58 words,"(300,) dimensional vector"
912,CHEMBL1973711,N#Cc1c2c3cc(Cl)ccc3oc(N)c-2c(=O)[nH]c1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65510>,MolSentence with 40 words,"(300,) dimensional vector"
913,CHEMBL1974457,O=C(O)c1cc2c(-c3cccc(F)c3)cncc2s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65570>,MolSentence with 38 words,"(300,) dimensional vector"
914,CHEMBL1975208,CC(=O)NC1CCN(c2nc3[nH]cc(C(=O)O)c(=O)c3c(C)c2F)C1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c655d0>,MolSentence with 50 words,"(300,) dimensional vector"
915,CHEMBL1975787,NC(=O)c1cc2c(-c3ccc(F)cc3F)cncc2s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65630>,MolSentence with 40 words,"(300,) dimensional vector"
916,CHEMBL1976328,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4snc(N)c34)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65690>,MolSentence with 56 words,"(300,) dimensional vector"
917,CHEMBL1976872,CC(=O)Nc1cc2ccccn2n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c656f0>,MolSentence with 26 words,"(300,) dimensional vector"
918,CHEMBL1977041,COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65750>,MolSentence with 62 words,"(300,) dimensional vector"
919,CHEMBL1977619,O=C(O)c1cc(-c2cccs2)n2nccc2n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c657b0>,MolSentence with 34 words,"(300,) dimensional vector"
920,CHEMBL1977814,Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2OCC(C)C,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65810>,MolSentence with 44 words,"(300,) dimensional vector"
921,CHEMBL1979718,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)Nc3ncn[nH]3)cc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65870>,MolSentence with 52 words,"(300,) dimensional vector"
922,CHEMBL1979855,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)NCC#N)c2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c658d0>,MolSentence with 70 words,"(300,) dimensional vector"
923,CHEMBL1980161,Nc1n[nH]c2c(Cl)cccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65930>,MolSentence with 22 words,"(300,) dimensional vector"
924,CHEMBL1980715,CCCCCCCCCCCCOc1ccc(N=C(N)N)cc1N=C(N)N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65990>,MolSentence with 54 words,"(300,) dimensional vector"
925,CHEMBL1980802,N#Cc1ncc2nc1OCC(O)C(O)COc1ccc(Cl)cc1NC(=O)N2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c659f0>,MolSentence with 54 words,"(300,) dimensional vector"
926,CHEMBL1981045,COc1cc(-c2ccc3c(c2)Nc2ccc(CCOc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1OCC(O)CO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65a50>,MolSentence with 90 words,"(300,) dimensional vector"
927,CHEMBL1982167,COc1ccc(OC)c(NC(=O)c2cnn3c(-c4ccccc4)ccnc23)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65ab0>,MolSentence with 56 words,"(300,) dimensional vector"
928,CHEMBL1982476,CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)csc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65b10>,MolSentence with 62 words,"(300,) dimensional vector"
929,CHEMBL1983006,COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65b70>,MolSentence with 48 words,"(300,) dimensional vector"
930,CHEMBL1984206,CCOc1nc(C(=O)NCc2ccncc2)cc(N)c1C#N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65bd0>,MolSentence with 44 words,"(300,) dimensional vector"
931,CHEMBL1984432,Cc1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c(C)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65c30>,MolSentence with 46 words,"(300,) dimensional vector"
932,CHEMBL1984788,NC(=O)c1cc(Cl)cc2[nH]c(-c3ccc(C4CCCNC4)cc3F)nc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65c90>,MolSentence with 52 words,"(300,) dimensional vector"
933,CHEMBL1985311,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65cf0>,MolSentence with 58 words,"(300,) dimensional vector"
934,CHEMBL1985566,COc1cc(-c2ccc3c(c2)Nc2ccc(CCOc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1CC#N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65d50>,MolSentence with 84 words,"(300,) dimensional vector"
935,CHEMBL1985580,NC(Cc1cccc2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65db0>,MolSentence with 60 words,"(300,) dimensional vector"
936,CHEMBL1986588,Cc1nn(C)c2sc(C(N)=O)cc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65e10>,MolSentence with 26 words,"(300,) dimensional vector"
937,CHEMBL1987054,COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(Cl)c5o4)cc3)c3c(N)ncnc32)CC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65e70>,MolSentence with 78 words,"(300,) dimensional vector"
938,CHEMBL1987143,Nc1nnc2ccc(-c3ccccc3)cn12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65ed0>,MolSentence with 32 words,"(300,) dimensional vector"
939,CHEMBL104264,O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65f30>,MolSentence with 54 words,"(300,) dimensional vector"
940,CHEMBL1988370,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c65f90>,MolSentence with 68 words,"(300,) dimensional vector"
941,CHEMBL1989423,c1ccc2c(c1)Cc1cn[nH]c1-2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67030>,MolSentence with 24 words,"(300,) dimensional vector"
942,CHEMBL1989834,O=c1[nH][nH]c2cccc(-c3ccccc3)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67090>,MolSentence with 32 words,"(300,) dimensional vector"
943,CHEMBL1989856,Cc1c(C=O)c(=O)n2c([nH]c3ccccc32)c1C#N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c670f0>,MolSentence with 38 words,"(300,) dimensional vector"
944,CHEMBL1990346,Nc1n[nH]c2cccc(-c3ccc(Br)cc3)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67150>,MolSentence with 34 words,"(300,) dimensional vector"
945,CHEMBL1990583,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c671b0>,MolSentence with 60 words,"(300,) dimensional vector"
946,CHEMBL1991143,Cc1ccc(-n2nc(C)c3c(=O)c4cc(Cl)ccc4n(O)c32)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67210>,MolSentence with 48 words,"(300,) dimensional vector"
947,CHEMBL1991180,COCc1nnn(-c2nonc2N)c1C(=O)NNC(C)=C1C=CC(=O)C=C1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67270>,MolSentence with 56 words,"(300,) dimensional vector"
948,CHEMBL1991577,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)C1CCCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c672d0>,MolSentence with 44 words,"(300,) dimensional vector"
949,CHEMBL1991640,O=c1[nH]sc2c1c(=O)c1cc(F)c(NCc3ccccc3)c(F)c1n2C1CC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67330>,MolSentence with 56 words,"(300,) dimensional vector"
950,CHEMBL1991728,CC(=NN=C(N)N)c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(C(C)=NN=C(N)N)cc(C(C)=NN=C(N)N)c2)cc(C(C)=NN=C(N)N)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67390>,MolSentence with 108 words,"(300,) dimensional vector"
951,CHEMBL1991846,NC(COc1cncc(C=Cc2ccncc2)c1)Cc1ccccc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c673f0>,MolSentence with 50 words,"(300,) dimensional vector"
952,CHEMBL1992645,O=C(NS(=O)(=O)c1ccc(NCCSc2ccc(O)cc2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(F)cc2)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67450>,MolSentence with 78 words,"(300,) dimensional vector"
953,CHEMBL1992732,CCOc1ccccc1C=NNC(=O)c1nnn(-c2nonc2N)c1N1CCCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c674b0>,MolSentence with 60 words,"(300,) dimensional vector"
954,CHEMBL1992796,O=C1N=c2ccc(Cl)cc2=C(c2ccccc2)C1=C1CC(c2ccccc2)NN1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67510>,MolSentence with 58 words,"(300,) dimensional vector"
955,CHEMBL1993166,CC(=NN=C(N)N)c1cc(NC(=O)NCCCN(C)CCCNC(=O)Nc2cc(C(C)=NN=C(N)N)cc(C(C)=NN=C(N)N)c2)cc(C(C)=NN=C(N)N)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67570>,MolSentence with 112 words,"(300,) dimensional vector"
956,CHEMBL1995592,Cc1cc(O)ccc1-n1c2cc(Cl)ccc2c(=O)c2c(N)nc(N)nc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c675d0>,MolSentence with 52 words,"(300,) dimensional vector"
957,CHEMBL1996155,CN1CCC1COc1cncc(CCc2ccncc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67630>,MolSentence with 42 words,"(300,) dimensional vector"
958,CHEMBL1996208,NNc1cc(N2CCOCC2)nc(OCCc2ccccn2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67690>,MolSentence with 46 words,"(300,) dimensional vector"
959,CHEMBL1996390,O=C(O)c1cc2c(-c3ccccc3)cncc2s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c676f0>,MolSentence with 36 words,"(300,) dimensional vector"
960,CHEMBL1996543,NC(COc1cncc(-c2ccc(F)cc2)c1)Cc1c[nH]c2ccccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67750>,MolSentence with 54 words,"(300,) dimensional vector"
961,CHEMBL1996780,CCOC(=O)c1cn(-c2ccc(O)cc2C)c2cc(-c3ccncc3)ccc2c1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c677b0>,MolSentence with 60 words,"(300,) dimensional vector"
962,CHEMBL1996837,Cc1nn(C)c2sc(C(N)=O)c(N)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67810>,MolSentence with 28 words,"(300,) dimensional vector"
963,CHEMBL1997503,CC(C)Oc1ccc(-c2noc(-c3ccc(NC4CCC(C(=O)O)C4)cc3)n2)cc1Cl,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67870>,MolSentence with 62 words,"(300,) dimensional vector"
964,CHEMBL1997623,Nc1n[nH]c2cc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c678d0>,MolSentence with 60 words,"(300,) dimensional vector"
965,CHEMBL1997759,COc1cccc(NC(=O)c2cnn3c(-c4ccccc4)ccnc23)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67930>,MolSentence with 52 words,"(300,) dimensional vector"
966,CHEMBL1999556,NC(=O)c1cc2c(-c3ccccc3)cncc2s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67990>,MolSentence with 36 words,"(300,) dimensional vector"
967,CHEMBL1999749,COc1cc(Nc2ncnc3ccc(-c4ccc(CN5CC6C(CO)C6C5)cc4)cc23)ccc1Oc1ccccc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c679f0>,MolSentence with 82 words,"(300,) dimensional vector"
968,CHEMBL1999774,Cc1c(Cl)c(N2CCC(CN)C2)nc2[nH]cc(C(=O)O)c(=O)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67a50>,MolSentence with 46 words,"(300,) dimensional vector"
969,CHEMBL1999918,NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67ab0>,MolSentence with 42 words,"(300,) dimensional vector"
970,CHEMBL2000104,CCS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67b10>,MolSentence with 46 words,"(300,) dimensional vector"
971,CHEMBL2000271,Cc1[nH]nc2ccc(-c3cncc(OCC(CN)Cc4ccccc4)c3)cc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67b70>,MolSentence with 56 words,"(300,) dimensional vector"
972,CHEMBL2000685,CC(=NN=C(N)N)c1cc(NC(=O)c2cccc(C(=O)Nc3cc(C(C)=NN=C(N)N)cc(C(C)=NN=C(N)N)c3)c2)cc(C(C)=NN=C(N)N)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67bd0>,MolSentence with 104 words,"(300,) dimensional vector"
973,CHEMBL2001539,c1cc2c(s1)CCc1cn[nH]c1-2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67c30>,MolSentence with 24 words,"(300,) dimensional vector"
974,CHEMBL2001923,O=C1Nc2cc(CCOc3ccc(N4CCOCC4)cc3)ccc2Nc2cc(-c3cn(Cc4cc(F)c(F)c(F)c4)c4cnccc34)ccc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67c90>,MolSentence with 100 words,"(300,) dimensional vector"
975,CHEMBL2001998,CNC(=O)N1CCN(CCCOc2ccc3c(c2)-c2[nH]nc(-c4ccc(C#N)nc4)c2C3)CC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67cf0>,MolSentence with 68 words,"(300,) dimensional vector"
976,CHEMBL2002322,NC(=O)c1cc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cncc2s1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67d50>,MolSentence with 52 words,"(300,) dimensional vector"
977,CHEMBL2002323,Cc1ccc(F)c(-c2ccc3nnc(N)n3c2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67db0>,MolSentence with 36 words,"(300,) dimensional vector"
978,CHEMBL2002407,COC1=CC(=CC(C#N)=C2NNC(N)=C2C#N)C=CC1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67e10>,MolSentence with 42 words,"(300,) dimensional vector"
979,CHEMBL2003524,CCc1nc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67e70>,MolSentence with 42 words,"(300,) dimensional vector"
980,CHEMBL2003657,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67ed0>,MolSentence with 62 words,"(300,) dimensional vector"
981,CHEMBL2004355,CCOc1nc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cc(N)c1C#N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67f30>,MolSentence with 52 words,"(300,) dimensional vector"
982,CHEMBL2004438,Nc1c(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ccc2nccnc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c67f90>,MolSentence with 62 words,"(300,) dimensional vector"
983,CHEMBL2006010,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(Cl)c(Cl)ccc12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a030>,MolSentence with 52 words,"(300,) dimensional vector"
984,CHEMBL2006567,CC(=O)Nc1cc(N)c(C#N)c(-c2ccsc2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a090>,MolSentence with 36 words,"(300,) dimensional vector"
985,CHEMBL2006581,CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1Cl,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a0f0>,MolSentence with 50 words,"(300,) dimensional vector"
986,CHEMBL2006933,CSc1c[nH]c2c(ccc3cnccc32)c1=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a150>,MolSentence with 34 words,"(300,) dimensional vector"
987,CHEMBL2007151,Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CCC(N2CCCC2)CC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a1b0>,MolSentence with 72 words,"(300,) dimensional vector"
988,CHEMBL201511,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a210>,MolSentence with 56 words,"(300,) dimensional vector"
989,CHEMBL207995,COc1cc(C=O)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a270>,MolSentence with 46 words,"(300,) dimensional vector"
990,CHEMBL209534,CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a2d0>,MolSentence with 44 words,"(300,) dimensional vector"
991,CHEMBL219722,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a330>,MolSentence with 52 words,"(300,) dimensional vector"
992,CHEMBL223257,N#Cc1ncc2nc1OCCCCCOc1cc(OCC(O)CO)c(Cl)cc1NC(=O)N2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a390>,MolSentence with 64 words,"(300,) dimensional vector"
993,CHEMBL243088,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a3f0>,MolSentence with 48 words,"(300,) dimensional vector"
994,CHEMBL244378,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a450>,MolSentence with 52 words,"(300,) dimensional vector"
995,CHEMBL259850,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a4b0>,MolSentence with 42 words,"(300,) dimensional vector"
996,CHEMBL260092,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc1)CCN2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a510>,MolSentence with 64 words,"(300,) dimensional vector"
997,CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a570>,MolSentence with 34 words,"(300,) dimensional vector"
998,CHEMBL302449,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a5d0>,MolSentence with 58 words,"(300,) dimensional vector"
999,CHEMBL326282,O=C1CC(c2ccc(Cl)cc2Cl)Cc2[nH]c3cc(Cl)ccc3c(=O)c21,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a630>,MolSentence with 50 words,"(300,) dimensional vector"
1000,CHEMBL336961,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a690>,MolSentence with 40 words,"(300,) dimensional vector"
1001,CHEMBL354676,O=C(Nc1ccccc1)Nc1ccccc1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a6f0>,MolSentence with 32 words,"(300,) dimensional vector"
1002,CHEMBL375284,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]ncc34)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a750>,MolSentence with 52 words,"(300,) dimensional vector"
1003,CHEMBL38380,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a7b0>,MolSentence with 40 words,"(300,) dimensional vector"
1004,CHEMBL396523,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ncc3c2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a810>,MolSentence with 52 words,"(300,) dimensional vector"
1005,CHEMBL408995,COc1cc(O)c2c(c1)C1(OC2=O)C(C)=CC(=O)C1O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a870>,MolSentence with 40 words,"(300,) dimensional vector"
1006,CHEMBL413779,N#Cc1ncc2nc1OCCCCCOc1cc(OCCO)c(Cl)cc1NC(=O)N2,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a8d0>,MolSentence with 60 words,"(300,) dimensional vector"
1007,CHEMBL437747,CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a930>,MolSentence with 70 words,"(300,) dimensional vector"
1008,CHEMBL451401,NC(=O)c1cccc2cn[nH]c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a990>,MolSentence with 24 words,"(300,) dimensional vector"
1009,CHEMBL463054,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6a9f0>,MolSentence with 42 words,"(300,) dimensional vector"
1010,CHEMBL483525,Cc1cc(O)cc2oc(=O)c3c(O)cc(OS(=O)(=O)O)cc3c12,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6aa50>,MolSentence with 46 words,"(300,) dimensional vector"
1011,CHEMBL483526,COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6aab0>,MolSentence with 40 words,"(300,) dimensional vector"
1012,CHEMBL483531,COc1cc(O)c(C(=O)O)c(-c2cc(O)c(O)cc2C)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6ab10>,MolSentence with 42 words,"(300,) dimensional vector"
1013,CHEMBL483532,Cc1cc(O)c(O)cc1-c1cc(O)cc(O)c1C(=O)O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6ab70>,MolSentence with 40 words,"(300,) dimensional vector"
1014,CHEMBL485556,CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6abd0>,MolSentence with 70 words,"(300,) dimensional vector"
1015,CHEMBL488646,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6ac30>,MolSentence with 66 words,"(300,) dimensional vector"
1016,CHEMBL488811,COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6ac90>,MolSentence with 70 words,"(300,) dimensional vector"
1017,CHEMBL505637,O=C(NCCc1ccc(O)c(Br)c1)C(Cc1cc(Br)c(O)c(-c2cc(CC(=NO)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=NO,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6acf0>,MolSentence with 100 words,"(300,) dimensional vector"
1018,CHEMBL507058,COc1cc(O)c2c(c1)-c1cc(O)c(O)cc1COC2=O,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6ad50>,MolSentence with 42 words,"(300,) dimensional vector"
1019,CHEMBL507936,Cc1cccc(NC(=O)Nc2ccc(-c3ccc4nccnc4c3N)cc2)c1,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6adb0>,MolSentence with 56 words,"(300,) dimensional vector"
1020,CHEMBL509435,COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,True,<rdkit.Chem.rdchem.Mol object at 0x7fd884c6ae10>,MolSentence with 56 words,"(300,) dimensional vector"
